Profit,HitRate,Games,targetPos,startOffsetDays,referOffsetDays,excludingDays,excludingOffsetDays,isReverse
4000,39.59390862944163,394,3,8,40,50,6,False
4000,19.796954314720814,394,4,9,30,10,3,True
4000,70.81218274111674,394,3,10,20,20,3,False
3950,84.77157360406092,394,6,1,50,10,9,False
3950,69.28934010152284,394,4,2,40,20,9,False
3950,35.53299492385787,394,5,2,50,20,6,True
3950,56.34517766497462,394,2,3,30,30,9,False
3950,84.77157360406092,394,6,3,50,10,9,False
3950,19.796954314720814,394,4,4,10,10,6,True
3950,48.47715736040609,394,5,4,40,30,1,True
3950,45.17766497461929,394,6,7,10,40,6,False
3950,19.796954314720814,394,4,7,30,10,4,True
3950,45.93908629441624,394,4,8,10,40,3,False
3950,38.578680203045685,394,1,8,50,50,9,False
3950,67.51269035532995,394,2,8,50,50,10,True
3950,48.47715736040609,394,5,9,40,30,4,True
3950,19.796954314720814,394,5,10,10,10,4,True
3900,69.28934010152284,394,2,1,30,20,1,False
3900,58.37563451776649,394,5,2,20,40,4,True
3900,85.27918781725889,394,4,2,40,10,0,False
3900,67.51269035532995,394,5,4,40,50,9,True
3900,48.223350253807105,394,3,4,50,40,2,False
3900,66.49746192893402,394,0,4,50,50,2,True
3900,48.73096446700508,394,2,5,30,30,5,True
3900,46.7005076142132,394,3,5,50,30,5,True
3900,35.53299492385787,394,5,6,10,20,5,True
3900,57.61421319796954,394,1,6,10,30,10,False
3900,46.192893401015226,394,4,6,40,40,6,False
3900,69.28934010152284,394,2,6,50,20,6,False
3900,34.51776649746193,394,3,8,10,20,3,True
3900,67.25888324873097,394,5,8,20,50,7,True
3900,34.263959390862944,394,0,9,10,20,6,True
3900,35.786802030456855,394,4,9,20,20,1,True
3900,47.20812182741117,394,0,9,30,30,0,True
3900,85.78680203045685,394,3,10,20,10,2,False
3900,35.786802030456855,394,4,10,20,20,1,True
3900,84.77157360406092,394,6,10,50,10,6,False
3850,19.796954314720814,394,5,1,10,10,2,True
3850,56.09137055837563,394,4,2,30,30,9,False
3850,48.47715736040609,394,5,2,40,30,4,True
3850,69.28934010152284,394,2,3,20,20,4,False
3850,68.52791878172589,394,6,3,30,20,7,False
3850,56.34517766497462,394,4,3,30,30,3,False
3850,35.786802030456855,394,2,4,20,20,1,True
3850,48.984771573604064,394,2,4,20,30,0,True
3850,48.47715736040609,394,5,4,50,30,9,True
3850,36.54822335025381,394,6,5,30,20,7,True
3850,68.52791878172589,394,6,6,20,50,4,True
3850,20.050761421319795,394,1,6,40,10,9,True
3850,70.55837563451777,394,0,8,30,20,8,False
3850,35.53299492385787,394,1,8,30,20,8,True
3850,48.984771573604064,394,4,9,20,30,5,True
3850,46.954314720812185,394,3,9,20,30,9,True
3850,34.263959390862944,394,0,10,10,20,9,True
3850,34.263959390862944,394,0,10,10,20,10,True
3800,58.121827411167516,394,0,1,10,30,8,False
3800,36.80203045685279,394,2,1,10,50,4,False
3800,56.598984771573605,394,2,1,50,30,3,False
3800,56.09137055837563,394,4,2,20,30,4,False
3800,38.07106598984771,394,5,3,10,50,2,False
3800,34.51776649746193,394,0,3,40,20,9,True
3800,55.58375634517766,394,6,3,40,30,4,False
3800,67.51269035532995,394,5,4,50,50,10,True
3800,39.08629441624365,394,1,5,10,50,4,False
3800,46.7005076142132,394,5,5,30,40,4,False
3800,39.08629441624365,394,1,5,40,50,4,False
3800,19.289340101522843,394,0,6,20,10,10,True
3800,20.304568527918782,394,6,6,50,10,9,True
3800,19.796954314720814,394,1,7,10,10,0,True
3800,68.78172588832487,394,6,8,10,20,5,False
3800,19.796954314720814,394,4,8,40,10,8,True
3800,48.47715736040609,394,5,9,50,30,4,True
3800,37.81725888324873,394,4,9,50,50,7,False
3800,56.09137055837563,394,4,10,30,30,9,False
3800,48.47715736040609,394,5,10,50,30,8,True
3750,69.28934010152284,394,2,2,40,20,7,False
3750,68.52791878172589,394,6,3,50,20,7,False
3750,37.56345177664975,394,4,3,50,50,0,False
3750,35.53299492385787,394,5,4,10,20,5,True
3750,19.796954314720814,394,2,4,20,10,9,True
3750,68.52791878172589,394,6,4,20,20,10,False
3750,19.796954314720814,394,1,5,10,10,0,True
3750,38.578680203045685,394,1,5,50,50,8,False
3750,36.29441624365482,394,6,6,10,20,1,True
3750,56.852791878172596,394,5,6,10,30,9,False
3750,49.49238578680203,394,6,6,50,30,3,True
3750,20.304568527918782,394,6,7,10,10,8,True
3750,45.17766497461929,394,6,7,10,40,7,False
3750,58.37563451776649,394,5,7,40,40,4,True
3750,47.46192893401015,394,1,7,40,40,9,False
3750,67.25888324873097,394,5,8,30,50,5,True
3750,20.304568527918782,394,6,8,40,10,6,True
3750,56.34517766497462,394,2,9,30,30,10,False
3750,67.25888324873097,394,5,9,40,50,0,True
3750,56.852791878172596,394,5,10,10,30,6,False
3750,45.17766497461929,394,6,10,20,40,8,False
3750,70.81218274111674,394,3,10,30,20,0,False
3750,55.58375634517766,394,6,10,30,30,4,False
3750,69.28934010152284,394,2,10,40,20,6,False
3750,48.47715736040609,394,5,10,40,30,2,True
3700,84.77157360406092,394,6,1,10,10,10,False
3700,47.46192893401015,394,0,1,20,40,3,False
3700,57.61421319796954,394,1,1,30,30,1,False
3700,20.050761421319795,394,1,1,40,10,8,True
3700,68.52791878172589,394,6,2,20,20,10,False
3700,58.121827411167516,394,0,3,10,30,2,False
3700,34.51776649746193,394,0,3,50,20,6,True
3700,45.431472081218274,394,6,4,10,40,2,False
3700,36.54822335025381,394,6,4,20,50,8,False
3700,35.786802030456855,394,2,5,30,20,3,True
3700,19.289340101522843,394,0,5,40,10,5,True
3700,19.796954314720814,394,4,6,40,10,2,True
3700,36.29441624365482,394,6,7,10,20,4,True
3700,20.304568527918782,394,6,7,40,10,6,True
3700,37.309644670050766,394,4,8,20,50,3,False
3700,19.796954314720814,394,1,9,10,10,0,True
3700,69.54314720812182,394,2,9,40,20,2,False
3700,48.223350253807105,394,3,9,40,40,8,False
3700,48.73096446700508,394,2,10,20,30,7,True
3700,45.17766497461929,394,6,10,20,40,9,False
3650,39.08629441624365,394,1,1,10,50,4,False
3650,45.431472081218274,394,2,1,20,40,10,False
3650,35.786802030456855,394,2,2,10,20,1,True
3650,58.121827411167516,394,0,3,10,30,0,False
3650,38.578680203045685,394,0,3,50,50,2,False
3650,67.00507614213198,394,5,4,30,50,0,True
3650,20.304568527918782,394,6,5,40,10,6,True
3650,37.56345177664975,394,4,5,50,50,1,False
3650,46.192893401015226,394,5,6,40,40,9,False
3650,55.58375634517766,394,6,7,20,30,9,False
3650,70.81218274111674,394,3,7,30,20,3,False
3650,36.80203045685279,394,2,8,10,50,5,False
3650,47.46192893401015,394,1,8,20,40,1,False
3650,35.786802030456855,394,4,8,30,20,3,True
3650,19.796954314720814,394,1,8,50,10,0,True
3650,19.796954314720814,394,5,10,10,10,7,True
3650,39.340101522842644,394,3,10,20,50,6,False
3650,55.58375634517766,394,6,10,30,30,7,False
3650,58.37563451776649,394,5,10,40,40,4,True
3600,19.289340101522843,394,0,1,10,10,3,True
3600,84.77157360406092,394,6,1,10,10,8,False
3600,36.80203045685279,394,6,1,10,50,8,False
3600,38.578680203045685,394,0,1,50,50,1,False
3600,46.7005076142132,394,3,2,40,30,8,True
3600,47.71573604060914,394,0,3,10,40,3,False
3600,47.71573604060914,394,0,3,10,40,10,False
3600,19.796954314720814,394,5,5,30,10,10,True
3600,46.7005076142132,394,3,5,50,30,7,True
3600,36.29441624365482,394,6,6,20,20,4,True
3600,19.796954314720814,394,5,6,40,10,8,True
3600,47.71573604060914,394,0,7,10,40,9,False
3600,47.96954314720812,394,3,7,30,40,2,False
3600,38.578680203045685,394,1,7,50,50,9,False
3600,47.71573604060914,394,0,8,10,40,0,False
3600,36.80203045685279,394,2,8,10,50,7,False
3600,69.28934010152284,394,2,8,30,20,3,False
3600,69.54314720812182,394,1,8,50,20,1,False
3600,19.289340101522843,394,0,9,10,10,9,True
3600,57.61421319796954,394,1,9,10,40,4,True
3600,35.53299492385787,394,5,9,40,20,7,True
3600,47.96954314720812,394,3,10,20,40,7,False
3600,55.58375634517766,394,6,10,40,30,4,False
3550,65.48223350253807,394,3,2,40,50,3,True
3550,85.27918781725889,394,4,3,30,10,2,False
3550,19.796954314720814,394,2,3,30,10,8,True
3550,55.83756345177665,394,6,3,50,30,10,False
3550,48.223350253807105,394,5,4,20,30,5,True
3550,19.796954314720814,394,2,4,40,10,0,True
3550,67.25888324873097,394,5,4,40,50,7,True
3550,47.46192893401015,394,1,5,10,40,5,False
3550,34.263959390862944,394,0,5,20,20,2,True
3550,56.09137055837563,394,4,5,20,30,2,False
3550,36.54822335025381,394,6,5,20,50,10,False
3550,19.289340101522843,394,0,5,50,10,2,True
3550,19.796954314720814,394,4,5,50,10,4,True
3550,69.28934010152284,394,4,6,50,20,2,False
3550,39.59390862944163,394,3,7,40,50,9,False
3550,56.852791878172596,394,5,8,10,30,8,False
3550,55.58375634517766,394,6,8,30,30,4,False
3550,37.81725888324873,394,4,8,40,50,10,False
3550,20.304568527918782,394,6,9,10,10,7,True
3550,38.578680203045685,394,1,9,40,50,9,False
3550,36.80203045685279,394,2,10,10,50,0,False
3550,35.53299492385787,394,1,10,20,20,6,True
3500,57.61421319796954,394,1,2,10,30,10,False
3500,37.309644670050766,394,2,2,50,50,7,False
3500,47.71573604060914,394,1,3,30,30,8,True
3500,19.289340101522843,394,3,3,40,10,0,True
3500,69.54314720812182,394,5,3,40,20,5,False
3500,58.37563451776649,394,5,4,10,40,10,True
3500,19.796954314720814,394,5,4,20,10,8,True
3500,56.598984771573605,394,5,5,50,30,2,False
3500,35.53299492385787,394,5,6,10,20,6,True
3500,46.7005076142132,394,5,6,10,40,4,False
3500,56.09137055837563,394,4,6,20,30,5,False
3500,39.08629441624365,394,1,6,30,50,2,False
3500,19.796954314720814,394,2,6,40,10,8,True
3500,38.83248730964467,394,0,7,10,50,4,False
3500,56.09137055837563,394,2,8,10,30,5,False
3500,67.25888324873097,394,5,8,20,50,6,True
3500,34.263959390862944,394,0,9,10,20,3,True
3500,47.20812182741117,394,3,9,10,30,0,True
3500,47.20812182741117,394,3,9,10,30,4,True
3500,46.954314720812185,394,3,9,30,30,1,True
3500,58.629441624365484,394,5,9,40,40,7,True
3500,55.58375634517766,394,6,10,20,30,9,False
3500,55.83756345177665,394,6,10,40,30,9,False
3500,35.53299492385787,394,5,10,50,20,1,True
3450,35.27918781725889,394,1,1,10,20,0,True
3450,56.598984771573605,394,5,1,50,30,2,False
3450,39.08629441624365,394,1,2,10,50,0,False
3450,59.13705583756346,394,4,3,10,40,7,True
3450,19.796954314720814,394,4,3,50,10,6,True
3450,45.431472081218274,394,6,3,50,40,2,False
3450,37.81725888324873,394,4,3,50,50,9,False
3450,55.58375634517766,394,6,4,10,30,10,False
3450,35.786802030456855,394,4,4,20,20,7,True
3450,19.796954314720814,394,2,4,50,10,5,True
3450,20.304568527918782,394,6,5,20,10,1,True
3450,49.49238578680203,394,6,5,20,30,8,True
3450,69.28934010152284,394,4,5,30,20,5,False
3450,19.796954314720814,394,5,5,40,10,8,True
3450,56.852791878172596,394,3,5,50,40,1,True
3450,69.28934010152284,394,4,6,10,20,7,False
3450,47.46192893401015,394,0,6,20,40,10,False
3450,69.28934010152284,394,4,6,30,20,6,False
3450,47.71573604060914,394,0,7,10,40,10,False
3450,20.304568527918782,394,6,7,20,10,0,True
3450,70.81218274111674,394,3,7,40,20,5,False
3450,56.34517766497462,394,4,7,50,30,4,False
3450,36.80203045685279,394,6,8,40,50,8,False
3450,19.289340101522843,394,0,9,10,10,7,True
3450,56.09137055837563,394,2,9,10,30,0,False
3450,57.61421319796954,394,1,9,10,40,5,True
3450,36.29441624365482,394,6,9,50,20,5,True
3450,48.47715736040609,394,5,9,50,30,3,True
3450,36.80203045685279,394,6,10,10,50,8,False
3450,55.58375634517766,394,6,10,50,30,3,False
3400,45.431472081218274,394,6,1,10,40,2,False
3400,56.09137055837563,394,2,1,20,30,8,False
3400,69.28934010152284,394,2,1,30,20,4,False
3400,66.24365482233503,394,1,1,40,50,9,True
3400,45.431472081218274,394,6,1,50,40,3,False
3400,85.27918781725889,394,4,2,40,10,1,False
3400,20.050761421319795,394,1,2,40,10,10,True
3400,19.289340101522843,394,3,3,10,10,7,True
3400,47.20812182741117,394,0,3,50,30,9,True
3400,35.786802030456855,394,2,4,10,20,0,True
3400,55.58375634517766,394,6,4,10,30,9,False
3400,20.304568527918782,394,6,4,20,10,1,True
3400,48.223350253807105,394,5,4,20,30,7,True
3400,58.629441624365484,394,5,4,30,40,9,True
3400,45.93908629441624,394,4,5,40,40,1,False
3400,84.77157360406092,394,6,6,50,10,2,False
3400,35.786802030456855,394,4,7,20,20,6,True
3400,46.954314720812185,394,3,9,20,30,8,True
3350,70.81218274111674,394,0,1,10,20,0,False
3350,68.52791878172589,394,6,1,30,20,0,False
3350,36.80203045685279,394,2,1,30,50,9,False
3350,56.34517766497462,394,4,1,50,30,8,False
3350,38.83248730964467,394,0,3,10,50,7,False
3350,56.598984771573605,394,5,3,30,30,9,False
3350,37.56345177664975,394,4,3,30,50,3,False
3350,34.51776649746193,394,0,3,40,20,10,True
3350,57.360406091370564,394,1,3,50,30,2,False
3350,37.81725888324873,394,4,3,50,50,8,False
3350,35.53299492385787,394,5,4,10,20,6,True
3350,58.121827411167516,394,0,4,10,30,5,False
3350,58.37563451776649,394,5,4,20,40,5,True
3350,67.51269035532995,394,5,4,50,50,9,True
3350,37.309644670050766,394,4,5,10,50,5,False
3350,19.796954314720814,394,4,5,20,10,4,True
3350,19.796954314720814,394,5,5,30,10,8,True
3350,56.598984771573605,394,5,5,30,30,4,False
3350,56.34517766497462,394,4,5,50,30,3,False
3350,39.08629441624365,394,3,6,10,50,1,False
3350,59.89847715736041,394,6,6,20,40,6,True
3350,47.20812182741117,394,3,8,10,30,4,True
3350,37.309644670050766,394,4,8,20,50,4,False
3350,34.51776649746193,394,0,8,50,20,6,True
3350,59.13705583756346,394,2,8,50,40,9,True
3300,85.27918781725889,394,4,1,10,10,0,False
3300,36.54822335025381,394,6,1,20,50,3,False
3300,36.80203045685279,394,2,1,20,50,7,False
3300,85.27918781725889,394,4,2,30,10,1,False
3300,36.54822335025381,394,6,2,40,50,7,False
3300,19.289340101522843,394,3,3,20,10,7,True
3300,37.56345177664975,394,4,3,30,50,4,False
3300,38.578680203045685,394,0,4,20,50,3,False
3300,34.51776649746193,394,0,4,40,20,10,True
3300,45.17766497461929,394,6,5,30,40,6,False
3300,68.02030456852792,394,2,5,40,50,2,True
3300,47.46192893401015,394,1,6,20,40,3,False
3300,59.64467005076142,394,2,6,20,40,8,True
3300,37.56345177664975,394,4,6,30,50,3,False
3300,47.20812182741117,394,0,6,40,40,4,False
3300,45.17766497461929,394,6,7,10,40,8,False
3300,47.71573604060914,394,3,7,20,40,0,False
3300,19.796954314720814,394,2,7,30,10,9,True
3300,56.598984771573605,394,2,7,50,30,3,False
3300,67.51269035532995,394,5,8,40,50,9,True
3300,39.59390862944163,394,3,9,40,50,1,False
3250,19.289340101522843,394,3,1,10,10,4,True
3250,39.08629441624365,394,3,1,10,50,5,False
3250,85.27918781725889,394,5,3,10,10,10,False
3250,34.51776649746193,394,0,3,40,20,6,True
3250,47.71573604060914,394,0,4,10,40,4,False
3250,57.868020304568525,394,0,4,50,40,0,True
3250,34.263959390862944,394,0,5,20,20,5,True
3250,20.304568527918782,394,6,5,40,10,8,True
3250,35.786802030456855,394,2,7,10,20,5,True
3250,39.08629441624365,394,3,7,10,50,1,False
3250,70.55837563451777,394,3,7,20,20,5,False
3250,85.27918781725889,394,2,7,50,10,1,False
3250,19.796954314720814,394,4,8,20,10,8,True
3250,34.263959390862944,394,3,8,50,20,8,True
3250,36.80203045685279,394,2,10,10,50,3,False
3250,36.54822335025381,394,6,10,30,50,4,False
3250,68.52791878172589,394,6,10,40,20,7,False
3250,68.52791878172589,394,6,10,50,20,2,False
3250,38.3248730964467,394,0,10,50,50,0,False
3200,38.578680203045685,394,0,1,50,50,2,False
3200,59.13705583756346,394,4,3,10,40,8,True
3200,38.578680203045685,394,0,3,20,50,4,False
3200,19.796954314720814,394,1,4,10,10,2,True
3200,19.796954314720814,394,4,4,30,10,9,True
3200,59.64467005076142,394,2,5,30,40,5,True
3200,69.28934010152284,394,4,5,40,20,6,False
3200,59.390862944162436,394,2,5,40,40,3,True
3200,37.56345177664975,394,4,5,40,50,3,False
3200,38.83248730964467,394,1,5,40,50,7,False
3200,19.796954314720814,394,2,5,50,10,6,True
3200,38.3248730964467,394,0,6,50,50,4,False
3200,38.83248730964467,394,0,7,10,50,5,False
3200,58.37563451776649,394,5,7,30,40,0,True
3200,39.08629441624365,394,1,8,20,50,0,False
3200,49.23857868020304,394,6,8,50,30,8,True
3200,56.598984771573605,394,5,10,30,30,9,False
3200,55.58375634517766,394,6,10,40,30,1,False
3200,35.53299492385787,394,5,10,50,20,8,True
3150,45.431472081218274,394,6,1,10,40,1,False
3150,70.81218274111674,394,0,1,20,20,1,False
3150,56.598984771573605,394,5,1,30,30,8,False
3150,69.28934010152284,394,4,1,40,20,6,False
3150,70.81218274111674,394,0,2,10,20,7,False
3150,56.09137055837563,394,4,2,20,30,3,False
3150,45.431472081218274,394,6,3,50,40,4,False
3150,19.796954314720814,394,1,5,10,10,3,True
3150,37.81725888324873,394,5,5,30,50,7,False
3150,47.46192893401015,394,1,6,10,40,3,False
3150,38.578680203045685,394,0,6,30,50,1,False
3150,39.59390862944163,394,3,6,30,50,4,False
3150,59.390862944162436,394,6,6,40,40,8,True
3150,38.578680203045685,394,1,6,50,50,9,False
3150,37.309644670050766,394,4,8,20,50,0,False
3150,38.3248730964467,394,0,8,40,50,4,False
3150,69.03553299492386,394,2,9,20,20,8,False
3150,57.10659898477157,394,1,9,50,30,0,False
3150,19.796954314720814,394,4,10,30,10,10,True
3100,34.263959390862944,394,3,1,30,20,4,True
3100,39.340101522842644,394,3,1,30,50,9,False
3100,69.28934010152284,394,5,1,40,20,10,False
3100,56.09137055837563,394,4,2,20,30,6,False
3100,47.46192893401015,394,1,2,20,40,3,False
3100,35.53299492385787,394,5,2,30,20,0,True
3100,57.10659898477157,394,3,2,30,40,2,True
3100,45.431472081218274,394,6,2,40,40,7,False
3100,56.09137055837563,394,2,3,10,30,8,False
3100,57.360406091370564,394,1,3,20,40,10,True
3100,47.20812182741117,394,0,3,50,30,5,True
3100,36.80203045685279,394,6,3,50,50,9,False
3100,37.309644670050766,394,4,4,10,50,5,False
3100,19.796954314720814,394,5,4,20,10,9,True
3100,46.44670050761421,394,3,4,50,30,9,True
3100,34.263959390862944,394,3,5,20,20,3,True
3100,46.7005076142132,394,3,5,40,30,2,True
3100,56.852791878172596,394,3,5,40,40,6,True
3100,56.09137055837563,394,4,6,20,30,0,False
3100,49.49238578680203,394,6,6,30,30,8,True
3100,19.289340101522843,394,0,6,40,10,7,True
3100,56.598984771573605,394,2,7,50,30,9,False
3100,19.289340101522843,394,0,8,40,10,7,True
3100,65.98984771573603,394,1,9,10,50,6,True
3100,19.035532994923855,394,3,9,50,10,5,True
3100,69.54314720812182,394,5,10,10,20,10,False
3050,45.17766497461929,394,6,1,10,40,6,False
3050,45.17766497461929,394,6,1,30,40,9,False
3050,68.52791878172589,394,6,2,10,20,10,False
3050,36.80203045685279,394,2,3,10,50,6,False
3050,68.2741116751269,394,6,3,40,20,10,False
3050,38.578680203045685,394,0,4,20,50,4,False
3050,19.796954314720814,394,4,5,50,10,3,True
3050,19.289340101522843,394,0,6,10,10,6,True
3050,36.54822335025381,394,6,6,30,20,8,True
3050,39.340101522842644,394,3,7,20,50,2,False
3050,19.796954314720814,394,4,7,50,10,3,True
3050,55.83756345177665,394,6,7,50,30,10,False
3050,57.868020304568525,394,0,8,20,30,2,False
3050,19.796954314720814,394,4,8,50,10,10,True
3050,55.58375634517766,394,6,9,40,30,2,False
3050,45.93908629441624,394,2,9,50,40,1,False
3050,70.55837563451777,394,3,10,20,20,5,False
3000,58.37563451776649,394,5,2,20,40,2,True
3000,47.20812182741117,394,0,3,50,30,7,True
3000,37.309644670050766,394,4,4,10,50,7,False
3000,57.868020304568525,394,0,4,20,30,6,False
3000,37.309644670050766,394,4,4,20,50,0,False
3000,47.20812182741117,394,0,4,40,30,5,True
3000,20.304568527918782,394,6,6,30,10,8,True
3000,35.53299492385787,394,5,6,40,20,1,True
3000,57.10659898477157,394,1,6,40,30,9,False
3000,19.796954314720814,394,1,7,20,10,2,True
3000,70.81218274111674,394,0,7,30,20,1,False
3000,38.578680203045685,394,1,7,50,50,10,False
3000,55.58375634517766,394,6,8,10,30,6,False
3000,34.51776649746193,394,3,8,30,20,6,True
3000,55.58375634517766,394,6,8,40,30,1,False
3000,70.81218274111674,394,3,10,40,20,0,False
2950,58.121827411167516,394,0,1,10,30,7,False
2950,45.17766497461929,394,6,1,10,40,7,False
2950,19.543147208121827,394,5,1,50,10,5,True
2950,67.25888324873097,394,5,2,20,50,9,True
2950,58.37563451776649,394,5,2,40,40,5,True
2950,38.578680203045685,394,0,3,20,50,2,False
2950,19.796954314720814,394,4,3,50,10,8,True
2950,56.09137055837563,394,4,4,10,30,10,False
2950,59.64467005076142,394,2,5,10,40,8,True
2950,37.309644670050766,394,4,6,10,50,7,False
2950,69.54314720812182,394,1,6,20,20,5,False
2950,48.73096446700508,394,2,6,20,30,7,True
2950,70.55837563451777,394,3,7,40,20,9,False
2950,55.58375634517766,394,6,8,10,30,8,False
2950,68.52791878172589,394,6,8,40,20,1,False
2950,34.01015228426396,394,3,8,50,20,4,True
2950,34.263959390862944,394,3,8,50,20,6,True
2950,57.10659898477157,394,1,9,50,30,5,False
2950,37.309644670050766,394,2,9,50,50,6,False
2950,84.77157360406092,394,6,10,10,10,1,False
2950,56.852791878172596,394,5,10,10,30,5,False
2900,56.09137055837563,394,4,1,10,30,10,False
2900,34.263959390862944,394,3,2,20,20,3,True
2900,55.58375634517766,394,6,2,50,30,2,False
2900,34.51776649746193,394,3,3,20,20,6,True
2900,47.20812182741117,394,0,4,40,30,2,True
2900,36.54822335025381,394,6,4,50,50,3,False
2900,19.289340101522843,394,0,5,40,10,6,True
2900,35.53299492385787,394,2,5,40,20,3,True
2900,45.68527918781726,394,2,7,30,40,1,False
2900,34.51776649746193,394,3,9,10,20,7,True
2900,35.27918781725889,394,1,10,10,20,2,True
2850,19.796954314720814,394,2,1,10,10,7,True
2850,19.796954314720814,394,1,2,40,10,0,True
2850,36.54822335025381,394,6,2,40,50,5,False
2850,19.035532994923855,394,3,2,50,10,5,True
2850,20.304568527918782,394,6,2,50,10,7,True
2850,47.46192893401015,394,1,3,20,40,1,False
2850,19.289340101522843,394,3,3,30,10,0,True
2850,69.28934010152284,394,5,3,50,20,4,False
2850,36.80203045685279,394,6,4,50,50,9,False
2850,46.954314720812185,394,3,5,20,30,0,True
2850,35.53299492385787,394,5,5,30,20,3,True
2850,59.64467005076142,394,2,6,10,40,5,True
2850,19.035532994923855,394,3,6,40,10,5,True
2850,47.20812182741117,394,0,6,40,40,5,False
2850,38.3248730964467,394,0,6,40,50,6,False
2850,70.30456852791879,394,3,7,20,20,8,False
2850,70.55837563451777,394,3,7,40,20,6,False
2850,56.598984771573605,394,2,7,50,30,10,False
2850,36.54822335025381,394,6,8,50,20,10,True
2850,38.3248730964467,394,0,8,50,50,7,False
2850,69.28934010152284,394,2,9,30,20,2,False
2850,34.01015228426396,394,3,9,50,20,4,True
2850,48.223350253807105,394,5,9,50,30,5,True
2850,49.23857868020304,394,6,9,50,30,6,True
2850,56.598984771573605,394,2,9,50,30,9,False
2850,58.37563451776649,394,3,10,50,30,2,False
2800,55.58375634517766,394,6,2,40,30,6,False
2800,46.7005076142132,394,3,2,50,30,1,True
2800,56.852791878172596,394,3,2,50,40,0,True
2800,19.289340101522843,394,3,3,10,10,8,True
2800,19.289340101522843,394,3,3,20,10,8,True
2800,19.289340101522843,394,3,4,10,10,8,True
2800,48.73096446700508,394,2,4,20,30,7,True
2800,35.786802030456855,394,4,4,30,20,10,True
2800,70.81218274111674,394,3,4,50,20,2,False
2800,19.289340101522843,394,3,5,20,10,8,True
2800,34.263959390862944,394,0,5,30,20,2,True
2800,35.786802030456855,394,2,7,20,20,6,True
2800,47.71573604060914,394,3,7,20,40,3,False
2800,36.80203045685279,394,2,7,20,50,8,False
2800,70.55837563451777,394,3,7,40,20,10,False
2800,48.223350253807105,394,5,7,50,30,0,True
2800,67.25888324873097,394,5,7,50,50,1,True
2800,47.20812182741117,394,0,8,40,40,10,False
2800,36.80203045685279,394,2,9,30,50,5,False
2800,37.81725888324873,394,4,9,50,50,10,False
2800,47.71573604060914,394,3,10,20,40,1,False
2750,19.289340101522843,394,3,2,10,10,3,True
2750,65.48223350253807,394,3,2,30,50,3,True
2750,19.543147208121827,394,5,2,40,10,5,True
2750,38.3248730964467,394,0,3,40,50,4,False
2750,37.309644670050766,394,4,4,10,50,6,False
2750,19.796954314720814,394,2,4,20,10,4,True
2750,47.20812182741117,394,0,4,40,30,3,True
2750,35.53299492385787,394,5,5,10,20,3,True
2750,19.796954314720814,394,1,7,40,10,4,True
2750,19.543147208121827,394,5,8,40,10,1,True
2750,69.03553299492386,394,4,9,30,20,9,False
2750,48.223350253807105,394,5,9,40,30,5,True
2750,48.73096446700508,394,2,10,20,30,8,True
2750,39.340101522842644,394,3,10,20,50,7,False
2750,35.53299492385787,394,5,10,50,20,3,True
2700,19.796954314720814,394,2,1,10,10,6,True
2700,56.09137055837563,394,2,1,20,30,7,False
2700,19.289340101522843,394,3,1,30,10,7,True
2700,19.543147208121827,394,5,1,40,10,4,True
2700,69.28934010152284,394,2,1,40,20,0,False
2700,69.28934010152284,394,2,1,40,20,4,False
2700,46.954314720812185,394,3,2,30,30,7,True
2700,57.10659898477157,394,3,2,30,40,1,True
2700,47.46192893401015,394,1,3,10,40,3,False
2700,45.68527918781726,394,4,4,20,40,5,False
2700,57.868020304568525,394,3,4,30,30,0,False
2700,47.20812182741117,394,0,4,40,30,1,True
2700,47.46192893401015,394,1,5,10,40,8,False
2700,34.263959390862944,394,0,5,20,20,4,True
2700,46.954314720812185,394,3,5,30,30,0,True
2700,19.796954314720814,394,2,6,10,10,4,True
2700,47.71573604060914,394,0,6,10,40,8,False
2700,19.796954314720814,394,2,7,10,10,6,True
2700,55.58375634517766,394,6,9,30,30,2,False
2700,48.223350253807105,394,5,9,40,30,0,True
2700,48.223350253807105,394,3,9,40,40,5,False
2700,69.28934010152284,394,2,9,50,20,7,False
2700,35.786802030456855,394,4,10,20,20,4,True
2700,68.52791878172589,394,6,10,40,20,6,False
2650,56.598984771573605,394,5,1,20,30,6,False
2650,65.98984771573603,394,1,1,20,50,10,True
2650,46.954314720812185,394,3,1,30,30,1,True
2650,85.53299492385787,394,0,2,30,10,5,False
2650,19.796954314720814,394,2,2,30,10,6,True
2650,34.51776649746193,394,3,2,30,20,9,True
2650,37.055837563451774,394,2,3,50,50,5,False
2650,19.796954314720814,394,2,4,30,10,5,True
2650,48.223350253807105,394,5,4,30,30,0,True
2650,55.58375634517766,394,6,4,30,30,1,False
2650,20.050761421319795,394,6,5,10,10,3,True
2650,34.51776649746193,394,3,5,10,20,7,True
2650,19.796954314720814,394,2,6,10,10,0,True
2650,37.055837563451774,394,2,6,40,50,9,False
2650,38.3248730964467,394,0,6,50,50,6,False
2650,56.09137055837563,394,4,7,20,30,1,False
2650,57.10659898477157,394,1,7,30,30,7,False
2650,45.431472081218274,394,6,7,40,40,0,False
2650,69.54314720812182,394,1,8,20,20,3,False
2650,45.431472081218274,394,6,10,40,40,2,False
2650,45.93908629441624,394,2,10,50,40,1,False
